Product,Reseller,Year,Quarter,Month,Sum of Order Quantity,Sum of Product Standard Cost,Sum of Sales Amount
"LL Mountain Frame - Silver, 48",Extraordinary Bike Works,2019,Qtr 3,September,3,144.5938,475.29
"LL Mountain Frame - Silver, 48",Futuristic Bikes,2019,Qtr 3,September,1,144.5938,158.43
"LL Mountain Frame - Silver, 48",Genial Bike Associates,2019,Qtr 3,August,2,144.5938,316.86
"LL Mountain Frame - Silver, 48",Metro Bike Mart,2019,Qtr 3,August,3,144.5938,475.29
"LL Mountain Frame - Silver, 48",Metropolitan Bicycle Supply,2019,Qtr 3,September,6,144.5938,950.58
"LL Mountain Frame - Silver, 48",Paint Supply,2019,Qtr 3,September,2,144.5938,316.86
"LL Mountain Frame - Silver, 48",Racing Partners,2019,Qtr 3,September,3,144.5938,475.29
"LL Mountain Frame - Silver, 48",Real Sporting Goods,2019,Qtr 3,July,5,144.5938,792.15
"LL Mountain Frame - Silver, 48",Registered Cycle Store,2019,Qtr 3,August,2,144.5938,316.86
"LL Mountain Frame - Silver, 48",Safe Cycles Shop,2019,Qtr 3,September,3,144.5938,475.29
"LL Mountain Frame - Silver, 48",Spa and Exercise Outfitters,2019,Qtr 3,August,5,144.5938,792.15
"LL Mountain Frame - Silver, 48",Top Sports Supply,2019,Qtr 3,July,1,144.5938,158.43
"LL Mountain Frame - Silver, 48",Valley Bicycle Specialists,2019,Qtr 3,September,1,144.5938,158.43
"LL Mountain Frame - Silver, 48",Vigorous Exercise Company,2019,Qtr 3,September,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Better Bike Shop,2019,Qtr 3,July,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Better Bike Shop,2019,Qtr 4,October,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Bicycle Lines Distributors,2019,Qtr 3,August,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Bicycle Lines Distributors,2019,Qtr 4,November,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Bicycle Lines Distributors,2020,Qtr 1,February,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Bicycle Lines Distributors,2020,Qtr 2,May,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Bike Products and Accessories,2019,Qtr 4,November,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Bike Products and Accessories,2020,Qtr 2,May,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Bikes for Two,2019,Qtr 4,December,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Brakes and Gears,2019,Qtr 3,August,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Brakes and Gears,2019,Qtr 4,November,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Budget Toy Store,2019,Qtr 4,December,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Budget Toy Store,2020,Qtr 1,March,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Budget Toy Store,2020,Qtr 2,June,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Capital Riding Supplies,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Casual Bicycle Store,2019,Qtr 3,July,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Casual Bicycle Store,2019,Qtr 4,October,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Catalog Store,2019,Qtr 3,August,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Catalog Store,2019,Qtr 4,November,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Catalog Store,2020,Qtr 1,February,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Chic Department Stores,2019,Qtr 3,September,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Chic Department Stores,2020,Qtr 1,March,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Chic Department Stores,2020,Qtr 2,June,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Client Discount Store,2019,Qtr 4,November,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Closeout Boutique,2019,Qtr 3,August,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Closeout Boutique,2019,Qtr 4,November,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Closeout Boutique,2020,Qtr 1,February,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Closeout Boutique,2020,Qtr 2,May,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Closest Bicycle Store,2020,Qtr 2,June,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Commerce Bicycle Specialists,2019,Qtr 3,August,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Commerce Bicycle Specialists,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Exhibition Showroom,2019,Qtr 4,October,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Exhibition Showroom,2020,Qtr 1,January,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Exhibition Showroom,2020,Qtr 2,April,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Extraordinary Bike Works,2019,Qtr 3,September,9,144.5938,1425.87
"LL Mountain Frame - Silver, 52",Extraordinary Bike Works,2019,Qtr 4,December,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Extraordinary Bike Works,2020,Qtr 1,March,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Extraordinary Bike Works,2020,Qtr 2,June,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Extreme Toy Store,2019,Qtr 3,August,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Family's Favorite Bike Shop,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Fashionable Bikes and Accessories,2019,Qtr 3,September,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Fashionable Bikes and Accessories,2019,Qtr 4,December,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Fashionable Bikes and Accessories,2020,Qtr 1,March,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Fashionable Bikes and Accessories,2020,Qtr 2,June,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Fashionable Department Stores,2020,Qtr 1,February,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Fashionable Department Stores,2020,Qtr 2,May,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Field Trip Store,2019,Qtr 3,August,6,144.5938,950.58
"LL Mountain Frame - Silver, 52",Field Trip Store,2019,Qtr 4,November,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Finer Parts Shop,2020,Qtr 2,June,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",First Center,2020,Qtr 2,June,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Fitness Cycling,2019,Qtr 4,October,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Frugal Bike Shop,2019,Qtr 3,August,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Functional Store South,2019,Qtr 3,August,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Functional Store South,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Functional Store South,2020,Qtr 1,February,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Functional Store South,2020,Qtr 2,May,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",General Department Stores,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Genial Bike Associates,2019,Qtr 3,August,6,144.5938,950.58
"LL Mountain Frame - Silver, 52",Genial Bike Associates,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Genial Bike Associates,2020,Qtr 2,May,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Grand Bicycle Stores,2020,Qtr 2,June,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Grand Discount Store,2019,Qtr 4,October,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Grand Discount Store,2020,Qtr 1,January,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Great Bikes,2019,Qtr 3,July,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Grown-up Bike Store,2020,Qtr 1,February,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Immediate Repair Shop,2019,Qtr 3,July,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Initial Bike Company,2019,Qtr 3,September,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Latest Sports Equipment,2019,Qtr 3,July,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Leather Seat Factory,2019,Qtr 3,July,7,144.5938,1109.01
"LL Mountain Frame - Silver, 52",Leather Seat Factory,2019,Qtr 4,October,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Leather Seat Factory,2020,Qtr 1,January,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Leather Seat Factory,2020,Qtr 2,April,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Many Bikes Store,2019,Qtr 3,September,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Metro Bike Mart,2019,Qtr 3,August,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Metro Bike Mart,2019,Qtr 4,November,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Metro Bike Mart,2020,Qtr 1,February,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Metro Bike Mart,2020,Qtr 2,May,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Metro Cycle Shop,2019,Qtr 3,September,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Metro Cycle Shop,2019,Qtr 4,December,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Metro Cycle Shop,2020,Qtr 2,June,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Metro Sports Equipment,2019,Qtr 3,September,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Metro Sports Equipment,2020,Qtr 1,March,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Metro Sports Equipment,2020,Qtr 2,June,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Metropolitan Bicycle Supply,2019,Qtr 3,September,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Metropolitan Bicycle Supply,2019,Qtr 4,December,6,144.5938,950.58
"LL Mountain Frame - Silver, 52",Metropolitan Bicycle Supply,2020,Qtr 1,March,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Nearby Cycle Shop,2019,Qtr 3,September,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Noiseless Gear Company,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Nonskid Tire Company,2019,Qtr 3,August,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Original Bicycle Supply Company,2019,Qtr 4,October,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Original Bicycle Supply Company,2020,Qtr 1,January,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Original Bicycle Supply Company,2020,Qtr 2,April,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Paint Supply,2019,Qtr 3,September,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Paint Supply,2020,Qtr 1,March,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Paint Supply,2020,Qtr 2,June,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Permanent Finish Products,2019,Qtr 3,August,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Permanent Finish Products,2019,Qtr 4,November,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Permanent Finish Products,2020,Qtr 1,February,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Permanent Finish Products,2020,Qtr 2,May,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Rapid Bikes,2019,Qtr 3,September,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Rapid Bikes,2019,Qtr 4,December,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Rapid Bikes,2020,Qtr 2,June,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Real Sporting Goods,2019,Qtr 3,July,7,144.5938,1109.01
"LL Mountain Frame - Silver, 52",Real Sporting Goods,2019,Qtr 4,October,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Recreation Toy Store,2019,Qtr 4,October,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Red Bicycle Company,2019,Qtr 3,July,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Registered Cycle Store,2019,Qtr 3,August,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Registered Cycle Store,2019,Qtr 4,November,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Registered Cycle Store,2020,Qtr 1,February,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Registered Cycle Store,2020,Qtr 2,May,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Resale Services,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Rodeway Bike Store,2019,Qtr 3,September,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Rural Cycle Emporium,2019,Qtr 3,September,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Safe Cycles Shop,2019,Qtr 3,September,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Safe Cycles Shop,2019,Qtr 4,December,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Safe Cycles Shop,2020,Qtr 1,March,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Safe Cycles Shop,2020,Qtr 2,June,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Satin Finish Company,2019,Qtr 3,August,7,144.5938,1109.01
"LL Mountain Frame - Silver, 52",Satin Finish Company,2019,Qtr 4,November,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Satin Finish Company,2020,Qtr 1,February,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Satin Finish Company,2020,Qtr 2,May,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Small Bike Shop,2019,Qtr 3,September,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Spa and Exercise Outfitters,2019,Qtr 3,August,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Spa and Exercise Outfitters,2020,Qtr 1,February,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Spa and Exercise Outfitters,2020,Qtr 2,May,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Spare Parts Co.,2019,Qtr 3,July,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Specialty Sports Store,2019,Qtr 4,October,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Specialty Sports Store,2020,Qtr 2,April,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Sturdy Toys,2019,Qtr 3,August,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",The Gear Store,2019,Qtr 3,August,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",The Gear Store,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Top Sports Supply,2019,Qtr 3,July,7,144.5938,1109.01
"LL Mountain Frame - Silver, 52",Top Sports Supply,2019,Qtr 4,October,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Top Sports Supply,2020,Qtr 1,January,5,144.5938,792.15
"LL Mountain Frame - Silver, 52",Top Sports Supply,2020,Qtr 2,April,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Traditional Department Stores,2019,Qtr 3,August,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Trailblazing Sports,2019,Qtr 3,September,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Trailblazing Sports,2019,Qtr 4,December,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Trailblazing Sports,2020,Qtr 2,June,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Travel Sports,2019,Qtr 3,September,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Twelfth Bike Store,2019,Qtr 3,August,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Ultimate Bicycle Company,2019,Qtr 3,August,6,144.5938,950.58
"LL Mountain Frame - Silver, 52",Ultimate Bicycle Company,2019,Qtr 4,November,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Ultimate Bicycle Company,2020,Qtr 1,February,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Ultimate Bicycle Company,2020,Qtr 2,May,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Up-To-Date Sports,2019,Qtr 3,August,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Valley Bicycle Specialists,2019,Qtr 3,September,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Valley Bicycle Specialists,2019,Qtr 4,December,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Valley Bicycle Specialists,2020,Qtr 1,March,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Valley Bicycle Specialists,2020,Qtr 2,June,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Valley Toy Store,2019,Qtr 3,September,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Valuable Bike Parts Company,2019,Qtr 3,July,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Valuable Bike Parts Company,2020,Qtr 2,April,3,144.5938,475.29
"LL Mountain Frame - Silver, 52",Vigorous Exercise Company,2019,Qtr 3,September,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Vigorous Exercise Company,2019,Qtr 4,December,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",Vigorous Exercise Company,2020,Qtr 1,March,2,144.5938,316.86
"LL Mountain Frame - Silver, 52",Vigorous Exercise Company,2020,Qtr 2,June,4,144.5938,633.72
"LL Mountain Frame - Silver, 52",World of Bikes,2019,Qtr 3,September,1,144.5938,158.43
"LL Mountain Frame - Silver, 52",Worthwhile Activity Store,2019,Qtr 3,July,2,144.5938,316.86
LL Mountain Front Wheel,All Cycle Shop,2018,Qtr 3,July,2,26.9708,72.894
LL Mountain Front Wheel,Authentic Sales and Service,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Better Bike Shop,2018,Qtr 3,July,2,26.9708,72.894
LL Mountain Front Wheel,Better Bike Shop,2019,Qtr 2,April,1,26.9708,36.447
LL Mountain Front Wheel,Bicycle Lines Distributors,2018,Qtr 3,August,4,26.9708,145.788
LL Mountain Front Wheel,Bicycle Lines Distributors,2018,Qtr 4,November,1,26.9708,36.447
LL Mountain Front Wheel,Bicycle Lines Distributors,2019,Qtr 1,February,4,26.9708,145.788
LL Mountain Front Wheel,Bicycle Lines Distributors,2019,Qtr 2,May,3,26.9708,109.341
LL Mountain Front Wheel,Bike Experts,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,Bike Experts,2018,Qtr 4,November,1,26.9708,36.447
LL Mountain Front Wheel,Bike Experts,2019,Qtr 1,February,1,26.9708,36.447
LL Mountain Front Wheel,Bike Experts,2019,Qtr 2,May,2,26.9708,72.894
LL Mountain Front Wheel,Bike Products and Accessories,2018,Qtr 4,November,1,26.9708,36.447
LL Mountain Front Wheel,Bike World,2018,Qtr 3,September,5,26.9708,182.235
LL Mountain Front Wheel,Bikes for Kids and Adults,2018,Qtr 3,July,1,26.9708,36.447
LL Mountain Front Wheel,Bold Bike Accessories,2019,Qtr 2,May,1,26.9708,36.447
LL Mountain Front Wheel,Brakes and Gears,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,Brakes and Gears,2018,Qtr 4,November,4,26.9708,145.788
LL Mountain Front Wheel,Brakes and Gears,2019,Qtr 2,May,5,26.9708,182.235
LL Mountain Front Wheel,Brightwork Company,2018,Qtr 3,August,3,26.9708,109.341
LL Mountain Front Wheel,Casual Bicycle Store,2018,Qtr 3,July,3,26.9708,109.341
LL Mountain Front Wheel,Casual Bicycle Store,2018,Qtr 4,October,4,26.9708,145.788
LL Mountain Front Wheel,Casual Bicycle Store,2019,Qtr 2,April,5,26.9708,182.235
LL Mountain Front Wheel,Catalog Store,2018,Qtr 3,August,4,26.9708,145.788
LL Mountain Front Wheel,Catalog Store,2018,Qtr 4,November,1,26.9708,36.447
LL Mountain Front Wheel,Catalog Store,2019,Qtr 1,February,2,26.9708,72.894
LL Mountain Front Wheel,Catalog Store,2019,Qtr 2,May,1,26.9708,36.447
LL Mountain Front Wheel,Central Discount Store,2018,Qtr 3,September,3,26.9708,109.341
LL Mountain Front Wheel,Chic Department Stores,2018,Qtr 3,September,3,26.9708,109.341
LL Mountain Front Wheel,Chic Department Stores,2019,Qtr 1,March,2,26.9708,72.894
LL Mountain Front Wheel,Chic Department Stores,2019,Qtr 2,June,1,26.9708,36.447
LL Mountain Front Wheel,Classic Cycle Store,2018,Qtr 4,October,2,26.9708,72.894
LL Mountain Front Wheel,Classic Cycle Store,2019,Qtr 2,April,3,26.9708,109.341
LL Mountain Front Wheel,Closeout Boutique,2018,Qtr 3,August,10,26.9708,364.47
LL Mountain Front Wheel,Closeout Boutique,2018,Qtr 4,November,5,26.9708,182.235
LL Mountain Front Wheel,Closeout Boutique,2019,Qtr 1,February,7,26.9708,255.129
LL Mountain Front Wheel,Closeout Boutique,2019,Qtr 2,May,2,26.9708,72.894
LL Mountain Front Wheel,Commerce Bicycle Specialists,2018,Qtr 3,August,3,26.9708,109.341
LL Mountain Front Wheel,Commerce Bicycle Specialists,2018,Qtr 4,November,1,26.9708,36.447
LL Mountain Front Wheel,Commerce Bicycle Specialists,2019,Qtr 2,May,4,26.9708,145.788
LL Mountain Front Wheel,Commercial Sporting Goods,2018,Qtr 3,September,3,26.9708,109.341
LL Mountain Front Wheel,Commercial Sporting Goods,2018,Qtr 4,December,2,26.9708,72.894
LL Mountain Front Wheel,Commercial Sporting Goods,2019,Qtr 1,March,2,26.9708,72.894
LL Mountain Front Wheel,Commercial Sporting Goods,2019,Qtr 2,June,3,26.9708,109.341
LL Mountain Front Wheel,Community Department Stores,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Consolidated Sales,2018,Qtr 3,August,4,26.9708,145.788
LL Mountain Front Wheel,Downhill Bicycle Specialists,2018,Qtr 3,August,4,26.9708,145.788
LL Mountain Front Wheel,Downhill Bicycle Specialists,2018,Qtr 4,November,4,26.9708,145.788
LL Mountain Front Wheel,Downhill Bicycle Specialists,2019,Qtr 1,February,3,26.9708,109.341
LL Mountain Front Wheel,eCommerce Bikes,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,eCommerce Bikes,2018,Qtr 4,November,1,26.9708,36.447
LL Mountain Front Wheel,eCommerce Bikes,2019,Qtr 1,February,2,26.9708,72.894
LL Mountain Front Wheel,eCommerce Bikes,2019,Qtr 2,May,3,26.9708,109.341
LL Mountain Front Wheel,Elemental Sporting Goods,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Executive Gift Store,2018,Qtr 3,August,2,26.9708,72.894
LL Mountain Front Wheel,Executive Gift Store,2018,Qtr 4,November,3,26.9708,109.341
LL Mountain Front Wheel,Executive Gift Store,2019,Qtr 1,February,2,26.9708,72.894
LL Mountain Front Wheel,Executive Gift Store,2019,Qtr 2,May,2,26.9708,72.894
LL Mountain Front Wheel,Extraordinary Bike Works,2018,Qtr 3,September,4,26.9708,145.788
LL Mountain Front Wheel,Extraordinary Bike Works,2019,Qtr 2,June,2,26.9708,72.894
LL Mountain Front Wheel,"Fabrikam Inc., West",2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,"Fabrikam Inc., West",2018,Qtr 4,December,1,26.9708,36.447
LL Mountain Front Wheel,"Fabrikam Inc., West",2019,Qtr 2,June,1,26.9708,36.447
LL Mountain Front Wheel,Family Cycle Store,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Family Cycle Store,2018,Qtr 4,December,1,26.9708,36.447
LL Mountain Front Wheel,Famous Bike Shop,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,Fashionable Bikes and Accessories,2018,Qtr 3,September,6,26.9708,218.682
LL Mountain Front Wheel,Fashionable Bikes and Accessories,2018,Qtr 4,December,3,26.9708,109.341
LL Mountain Front Wheel,Fashionable Bikes and Accessories,2019,Qtr 1,March,2,26.9708,72.894
LL Mountain Front Wheel,Fashionable Bikes and Accessories,2019,Qtr 2,June,2,26.9708,72.894
LL Mountain Front Wheel,Fashionable Department Stores,2018,Qtr 3,August,6,26.9708,218.682
LL Mountain Front Wheel,Fashionable Department Stores,2018,Qtr 4,November,2,26.9708,72.894
LL Mountain Front Wheel,Fashionable Department Stores,2019,Qtr 2,May,2,26.9708,72.894
LL Mountain Front Wheel,Field Trip Store,2018,Qtr 3,August,6,26.9708,218.682
LL Mountain Front Wheel,Field Trip Store,2018,Qtr 4,November,1,26.9708,36.447
LL Mountain Front Wheel,Field Trip Store,2019,Qtr 2,May,4,26.9708,145.788
LL Mountain Front Wheel,Finer Cycle Shop,2018,Qtr 3,August,3,26.9708,109.341
LL Mountain Front Wheel,First Department Stores,2018,Qtr 3,July,1,26.9708,36.447
LL Mountain Front Wheel,Fitness Sport Boutique,2018,Qtr 3,August,1,26.9708,36.447
LL Mountain Front Wheel,Fitness Sport Boutique,2018,Qtr 4,November,5,26.9708,182.235
LL Mountain Front Wheel,Fitness Sport Boutique,2019,Qtr 2,May,6,26.9708,218.682
LL Mountain Front Wheel,Front Sporting Goods,2018,Qtr 3,August,4,26.9708,145.788
LL Mountain Front Wheel,Front Sporting Goods,2018,Qtr 4,November,1,26.9708,36.447
LL Mountain Front Wheel,Front Sporting Goods,2019,Qtr 1,February,1,26.9708,36.447
LL Mountain Front Wheel,Front Sporting Goods,2019,Qtr 2,May,1,26.9708,36.447
LL Mountain Front Wheel,Frugal Bike Shop,2018,Qtr 4,November,1,26.9708,36.447
LL Mountain Front Wheel,Frugal Bike Shop,2019,Qtr 2,May,2,26.9708,72.894
LL Mountain Front Wheel,Full Sports Supply,2018,Qtr 3,July,1,26.9708,36.447
LL Mountain Front Wheel,Futuristic Bikes,2018,Qtr 3,September,2,26.9708,72.894
LL Mountain Front Wheel,General Cycle Storehouse,2018,Qtr 3,September,1,26.9708,36.447
LL Mountain Front Wheel,General Cycle Storehouse,2018,Qtr 4,December,2,26.9708,72.894
LL Mountain Front Wheel,General Cycle Storehouse,2019,Qtr 2,June,3,26.9708,109.341
LL Mountain Front Wheel,Genial Bike Associates,2018,Qtr 3,August,4,26.9708,145.788
LL Mountain Front Wheel,Genial Bike Associates,2018,Qtr 4,November,2,26.9708,72.894
LL Mountain Front Wheel,Genial Bike Associates,2019,Qtr 1,February,1,26.9708,36.447
LL Mountain Front Wheel,Go-cart and Bike Specialists,2018,Qtr 4,October,1,26.9708,36.447
LL Mountain Front Wheel,Go-cart and Bike Specialists,2019,Qtr 1,January,2,26.9708,72.894
LL Mountain Front Wheel,Go-cart and Bike Specialists,2019,Qtr 2,April,3,26.9708,109.341
LL Mountain Front Wheel,Golf and Cycle Store,2018,Qtr 3,September,9,26.9708,328.023
LL Mountain Front Wheel,Golf and Cycle Store,2018,Qtr 4,December,5,26.9708,182.235
LL Mountain Front Wheel,Golf and Cycle Store,2019,Qtr 1,March,8,26.9708,291.576
LL Mountain Front Wheel,Golf and Cycle Store,2019,Qtr 2,June,8,26.9708,291.576
LL Mountain Front Wheel,Grand Discount Store,2018,Qtr 3,July,2,26.9708,72.894
LL Mountain Front Wheel,Grand Discount Store,2018,Qtr 4,October,1,26.9708,36.447
LL Mountain Front Wheel,Grand Discount Store,2019,Qtr 1,January,3,26.9708,109.341
LL Mountain Front Wheel,Grand Discount Store,2019,Qtr 2,April,2,26.9708,72.894
LL Mountain Front Wheel,Great Bikes,2018,Qtr 3,July,5,26.9708,182.235
LL Mountain Front Wheel,Great Bikes,2018,Qtr 4,October,3,26.9708,109.341
